variavel;dominio;distinct;nchar_min;nchar_max;null;ano;mud_dom;mud_nchar
DTRECORIG;;292;10;10;FALSE;2012;FALSE;FALSE
DTRECORIG;;265;10;10;FALSE;2013;FALSE;FALSE
DTRECORIG;;277;10;10;FALSE;2014;FALSE;FALSE
DTRECORIG;;267;10;10;FALSE;2015;FALSE;FALSE
DTRECORIG;;260;10;10;FALSE;2016;FALSE;FALSE
DTRECORIG;NA;0;;;TRUE;2017;FALSE;FALSE
DTRECORIG;NA;0;;;TRUE;2018;FALSE;FALSE
DTRECORIGA;NA;0;;;TRUE;2006;FALSE;FALSE
DTRECORIGA;NA;0;;;TRUE;2007;FALSE;FALSE
DTRECORIGA;NA;0;;;TRUE;2008;FALSE;FALSE
DTRECORIGA;NA;0;;;TRUE;2009;FALSE;FALSE
DTRECORIGA;;288;10;10;FALSE;2010;FALSE;FALSE
DTRECORIGA;;305;10;10;FALSE;2011;FALSE;FALSE
DTRECORIGA;;292;10;10;FALSE;2012;FALSE;FALSE
DTRECORIGA;NA;0;;;TRUE;2013;FALSE;FALSE
DTRECORIGA;;277;10;10;FALSE;2014;FALSE;FALSE
DTRECORIGA;;269;10;10;FALSE;2015;FALSE;FALSE
DTRECORIGA;;265;10;10;FALSE;2016;FALSE;FALSE
DTRECORIGA;;256;10;10;FALSE;2017;FALSE;FALSE
DTRECORIGA;;190;10;10;FALSE;2018;FALSE;FALSE
DTREGCART;;312;10;10;FALSE;2006;FALSE;FALSE
DTREGCART;;308;10;10;FALSE;2007;FALSE;FALSE
DTREGCART;;299;10;10;FALSE;2008;FALSE;FALSE
DTREGCART;;291;10;10;FALSE;2009;FALSE;FALSE
DTREGCART;;272;10;10;FALSE;2010;FALSE;FALSE
DTREGCART;;228;10;10;FALSE;2011;FALSE;FALSE
DTREGCART;;203;10;10;FALSE;2012;FALSE;FALSE
DTREGCART;;130;10;10;FALSE;2013;FALSE;FALSE
DTREGCART;;106;10;10;FALSE;2014;FALSE;FALSE
DTREGCART;;118;10;10;FALSE;2015;FALSE;FALSE
DTREGCART;;79;10;10;FALSE;2016;FALSE;FALSE
DTREGCART;;58;10;10;FALSE;2017;FALSE;FALSE
DTREGCART;;38;10;10;FALSE;2018;FALSE;FALSE
DTRESSELE;2008-11-04, 2008-11-05, 2008-11-06;3;10;10;FALSE;2006;FALSE;FALSE
DTRESSELE;2009-06-24, 2009-06-25, 2009-06-26, NA;3;10;10;FALSE;2007;FALSE;FALSE
DTRESSELE;2010-09-23, 2010-09-24, NA;2;10;10;FALSE;2008;FALSE;FALSE
DTRESSELE;2010-10-07, NA;1;10;10;FALSE;2009;FALSE;FALSE
DTRESSELE;2011-08-16, NA;1;10;10;FALSE;2010;FALSE;FALSE
DTRESSELE;NA;0;;;TRUE;2011;FALSE;FALSE
DTRESSELE;NA;0;;;TRUE;2012;FALSE;FALSE
DTRESSELE;NA;0;;;TRUE;2013;FALSE;FALSE
DTRESSELE;NA;0;;;TRUE;2014;FALSE;FALSE
DTRESSELE;NA;0;;;TRUE;2015;FALSE;FALSE
DTRESSELE;NA;0;;;TRUE;2016;FALSE;FALSE
DTRESSELE;NA;0;;;TRUE;2017;FALSE;FALSE
DTRESSELE;NA;0;;;TRUE;2018;FALSE;FALSE
ENDACID;;83;1;10;FALSE;2006;FALSE;FALSE
ENDACID;;146;1;10;FALSE;2007;FALSE;FALSE
ENDACID;;182;1;10;FALSE;2008;FALSE;FALSE
ENDACID;NA;0;;;TRUE;2009;FALSE;FALSE
ENDACID;NA;0;;;TRUE;2010;FALSE;FALSE
ENDACID;NA;0;;;TRUE;2011;FALSE;FALSE
ENDACID;NA;0;;;TRUE;2012;FALSE;FALSE
ENDACID;NA;0;;;TRUE;2013;FALSE;FALSE
ENDACID;NA;0;;;TRUE;2014;FALSE;FALSE
ENDACID;NA;0;;;TRUE;2015;FALSE;FALSE
ENDACID;NA;0;;;TRUE;2016;FALSE;FALSE
ENDACID;NA;0;;;TRUE;2017;FALSE;FALSE
ENDACID;NA;0;;;TRUE;2018;FALSE;FALSE
ENDOCOR;NA;0;;;TRUE;2006;FALSE;FALSE
ENDOCOR;NA;0;;;TRUE;2007;FALSE;FALSE
ENDOCOR;NA;0;;;TRUE;2008;FALSE;FALSE
ENDOCOR;NA;0;;;TRUE;2009;FALSE;FALSE
ENDOCOR;NA;0;;;TRUE;2010;FALSE;FALSE
ENDOCOR;NA;0;;;TRUE;2011;FALSE;FALSE
ENDOCOR;NA;0;;;TRUE;2012;FALSE;FALSE
ENDOCOR;NA;0;;;TRUE;2013;FALSE;FALSE
ENDOCOR;NA;0;;;TRUE;2014;FALSE;FALSE
ENDOCOR;NA;0;;;TRUE;2015;FALSE;FALSE
ENDOCOR;NA;0;;;TRUE;2016;FALSE;FALSE
ENDOCOR;NA;0;;;TRUE;2017;FALSE;FALSE
ENDOCOR;NA;0;;;TRUE;2018;FALSE;FALSE
ENDRES;NA;0;;;TRUE;2006;FALSE;FALSE
ENDRES;NA;0;;;TRUE;2007;FALSE;FALSE
ENDRES;NA;0;;;TRUE;2008;FALSE;FALSE
ENDRES;NA;0;;;TRUE;2009;FALSE;FALSE
ENDRES;NA;0;;;TRUE;2010;FALSE;FALSE
ENDRES;NA;0;;;TRUE;2011;FALSE;FALSE
ENDRES;NA;0;;;TRUE;2012;FALSE;FALSE
ENDRES;NA;0;;;TRUE;2013;FALSE;FALSE
ENDRES;NA;0;;;TRUE;2014;FALSE;FALSE
ENDRES;NA;0;;;TRUE;2015;FALSE;FALSE
ENDRES;NA;0;;;TRUE;2016;FALSE;FALSE
ENDRES;NA;0;;;TRUE;2017;FALSE;FALSE
ENDRES;NA;0;;;TRUE;2018;FALSE;FALSE
ESC;1.0, 2.0, 3.0, 4.0, 5.0, 9.0, NA;6;3;3;FALSE;2006;TRUE;TRUE
ESC;1.0, 2.0, 3.0, 4.0, 5.0, 9.0, NA;6;3;3;FALSE;2007;FALSE;
ESC;1.0, 2.0, 3.0, 4.0, 5.0, 9.0, NA;6;3;3;FALSE;2008;FALSE;
ESC;0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 9.0, NA;7;3;3;FALSE;2009;TRUE;
ESC;0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 9.0, NA;7;3;3;FALSE;2010;TRUE;
ESC;0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 9.0, NA;7;3;3;FALSE;2011;TRUE;TRUE
ESC;0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 9.0, NA;7;3;3;FALSE;2012;TRUE;FALSE
ESC;1.0, 2.0, 3.0, 4.0, 5.0, 9.0, NA;6;3;3;FALSE;2013;FALSE;TRUE
ESC;0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 9.0, NA;7;3;3;FALSE;2014;TRUE;FALSE
ESC;1.0, 2.0, 3.0, 4.0, 5.0, 9.0, NA;6;3;3;FALSE;2015;FALSE;
ESC;1.0, 2.0, 3.0, 4.0, 5.0, 9.0, NA;6;3;3;FALSE;2016;FALSE;
ESC;1.0, 2.0, 3.0, 4.0, 5.0, 9.0, NA;6;3;3;FALSE;2017;FALSE;
ESC;1.0, 2.0, 3.0, 4.0, 5.0, 9.0, NA;6;3;3;FALSE;2018;FALSE;FALSE
ESC2010;NA;0;;;TRUE;2006;TRUE;TRUE
ESC2010;NA;0;;;TRUE;2007;FALSE;
ESC2010;NA;0;;;TRUE;2008;FALSE;
ESC2010;NA;0;;;TRUE;2009;FALSE;
ESC2010;NA;0;;;TRUE;2010;FALSE;
ESC2010;NA;0;;;TRUE;2011;FALSE;TRUE
ESC2010;0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 9.0, NA;7;3;3;FALSE;2012;TRUE;
ESC2010;0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 9.0, NA;7;3;3;FALSE;2013;TRUE;
ESC2010;0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 9.0, NA;7;3;3;FALSE;2014;TRUE;FALSE
ESC2010;0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 9.0, NA;7;3;3;FALSE;2015;TRUE;
ESC2010;0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 9.0, NA;7;3;3;FALSE;2016;TRUE;
ESC2010;0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 9.0, NA;7;3;3;FALSE;2017;TRUE;
ESC2010;0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 9.0, NA;7;3;3;FALSE;2018;TRUE;FALSE
ESCFALAGR1;NA;0;;;TRUE;2006;TRUE;TRUE
ESCFALAGR1;NA;0;;;TRUE;2007;FALSE;
ESCFALAGR1;NA;0;;;TRUE;2008;FALSE;
ESCFALAGR1;NA;0;;;TRUE;2009;FALSE;
ESCFALAGR1;NA;0;;;TRUE;2010;FALSE;
ESCFALAGR1;NA;0;;;TRUE;2011;FALSE;TRUE
ESCFALAGR1;0.0, 10.0, 9.0, NA;3;3;4;FALSE;2012;TRUE;
ESCFALAGR1;0.0, 1.0, 10.0, 11.0, 12.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, NA;13;3;4;FALSE;2013;TRUE;
ESCFALAGR1;0.0, 1.0, 10.0, 11.0, 12.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, NA;13;3;4;FALSE;2014;TRUE;FALSE
ESCFALAGR1;0.0, 1.0, 10.0, 11.0, 12.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, NA;13;3;4;FALSE;2015;TRUE;
ESCFALAGR1;0.0, 1.0, 10.0, 11.0, 12.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, NA;13;3;4;FALSE;2016;TRUE;
ESCFALAGR1;0.0, 1.0, 10.0, 11.0, 12.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, NA;13;3;4;FALSE;2017;TRUE;
ESCFALAGR1;0.0, 1.0, 10.0, 11.0, 12.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, NA;13;3;4;FALSE;2018;TRUE;FALSE
ESCFALAGR2;NA;0;;;TRUE;2006;TRUE;TRUE
ESCFALAGR2;NA;0;;;TRUE;2007;FALSE;
ESCFALAGR2;NA;0;;;TRUE;2008;FALSE;
ESCFALAGR2;NA;0;;;TRUE;2009;FALSE;
ESCFALAGR2;NA;0;;;TRUE;2010;FALSE;
ESCFALAGR2;NA;0;;;TRUE;2011;FALSE;TRUE
ESCFALAGR2;NA;0;;;TRUE;2012;FALSE;
ESCFALAGR2;NA;0;;;TRUE;2013;FALSE;
ESCFALAGR2;NA;0;;;TRUE;2014;FALSE;FALSE
ESCFALAGR2;NA;0;;;TRUE;2015;FALSE;
ESCFALAGR2;NA;0;;;TRUE;2016;FALSE;
ESCFALAGR2;NA;0;;;TRUE;2017;FALSE;
ESCFALAGR2;NA;0;;;TRUE;2018;FALSE;FALSE
ESCMAE;1.0, 2.0, 3.0, 4.0, 5.0, 9.0, NA;6;3;3;FALSE;2006;TRUE;TRUE
ESCMAE;1.0, 2.0, 3.0, 4.0, 5.0, 9.0, NA;6;3;3;FALSE;2007;FALSE;
ESCMAE;1.0, 2.0, 3.0, 4.0, 5.0, 9.0, NA;6;3;3;FALSE;2008;FALSE;
ESCMAE;1.0, 2.0, 3.0, 4.0, 5.0, 9.0, NA;6;3;3;FALSE;2009;FALSE;
ESCMAE;0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 9.0, NA;7;3;3;FALSE;2010;TRUE;
ESCMAE;0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 9.0, NA;7;3;3;FALSE;2011;TRUE;
ESCMAE;0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 9.0, NA;7;3;3;FALSE;2012;TRUE;
ESCMAE;0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 9.0, NA;7;3;3;FALSE;2013;TRUE;
ESCMAE;0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 9.0, NA;7;3;3;FALSE;2014;TRUE;FALSE
ESCMAE;1.0, 2.0, 3.0, 4.0, 5.0, 9.0, NA;6;3;3;FALSE;2015;FALSE;
ESCMAE;1.0, 2.0, 3.0, 4.0, 5.0, 9.0, NA;6;3;3;FALSE;2016;FALSE;
ESCMAE;1.0, 2.0, 3.0, 4.0, 5.0, 9.0, NA;6;3;3;FALSE;2017;FALSE;
ESCMAE;1.0, 2.0, 3.0, 4.0, 5.0, 9.0, NA;6;3;3;FALSE;2018;FALSE;FALSE
ESCMAE2010;NA;0;;;TRUE;2006;TRUE;TRUE
ESCMAE2010;NA;0;;;TRUE;2007;FALSE;
ESCMAE2010;NA;0;;;TRUE;2008;FALSE;
ESCMAE2010;NA;0;;;TRUE;2009;FALSE;
ESCMAE2010;NA;0;;;TRUE;2010;FALSE;
ESCMAE2010;0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 9.0, NA;7;3;3;FALSE;2011;TRUE;
ESCMAE2010;0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 9.0, NA;7;3;3;FALSE;2012;TRUE;
ESCMAE2010;0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 9.0, NA;7;3;3;FALSE;2013;TRUE;
ESCMAE2010;0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 9.0, NA;7;3;3;FALSE;2014;TRUE;FALSE
ESCMAE2010;0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 9.0, NA;7;3;3;FALSE;2015;TRUE;TRUE
ESCMAE2010;0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 9.0, NA;7;3;3;FALSE;2016;TRUE;
ESCMAE2010;0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 9.0, NA;7;3;3;FALSE;2017;TRUE;
ESCMAE2010;0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 9.0, NA;7;3;3;FALSE;2018;TRUE;FALSE
ESCMAEAGR1;NA;0;;;TRUE;2006;TRUE;TRUE
ESCMAEAGR1;NA;0;;;TRUE;2007;FALSE;
ESCMAEAGR1;NA;0;;;TRUE;2008;FALSE;
ESCMAEAGR1;NA;0;;;TRUE;2009;FALSE;
ESCMAEAGR1;NA;0;;;TRUE;2010;FALSE;
ESCMAEAGR1;NA;0;;;TRUE;2011;FALSE;
ESCMAEAGR1;NA;0;;;TRUE;2012;FALSE;
ESCMAEAGR1;NA;0;;;TRUE;2013;FALSE;
ESCMAEAGR1;0.0, 1.0, 10.0, 11.0, 12.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, NA;13;3;4;FALSE;2014;TRUE;FALSE
ESCMAEAGR1;0.0, 1.0, 10.0, 11.0, 12.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, NA;13;3;4;FALSE;2015;TRUE;TRUE
ESCMAEAGR1;0.0, 1.0, 10.0, 11.0, 12.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, NA;13;3;4;FALSE;2016;TRUE;
ESCMAEAGR1;0.0, 1.0, 10.0, 11.0, 12.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, NA;13;3;4;FALSE;2017;TRUE;
ESCMAEAGR1;0.0, 1.0, 10.0, 11.0, 12.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, NA;13;3;4;FALSE;2018;TRUE;FALSE
ESCMAEAGR2;NA;0;;;TRUE;2006;TRUE;TRUE
ESCMAEAGR2;NA;0;;;TRUE;2007;FALSE;
ESCMAEAGR2;NA;0;;;TRUE;2008;FALSE;
ESCMAEAGR2;NA;0;;;TRUE;2009;FALSE;
ESCMAEAGR2;NA;0;;;TRUE;2010;FALSE;
ESCMAEAGR2;NA;0;;;TRUE;2011;FALSE;FALSE
ESCMAEAGR2;NA;0;;;TRUE;2012;FALSE;
ESCMAEAGR2;NA;0;;;TRUE;2013;FALSE;
ESCMAEAGR2;NA;0;;;TRUE;2014;FALSE;FALSE
ESCMAEAGR2;NA;0;;;TRUE;2015;FALSE;TRUE
ESCMAEAGR2;NA;0;;;TRUE;2016;FALSE;
ESCMAEAGR2;NA;0;;;TRUE;2017;FALSE;
ESCMAEAGR2;NA;0;;;TRUE;2018;FALSE;FALSE
ESTABDESCR;NA;0;;;TRUE;2006;FALSE;FALSE
ESTABDESCR;NA;0;;;TRUE;2007;FALSE;FALSE
ESTABDESCR;NA;0;;;TRUE;2008;FALSE;FALSE
ESTABDESCR;NA;0;;;TRUE;2009;FALSE;FALSE
ESTABDESCR;NA;0;;;TRUE;2010;FALSE;FALSE
ESTABDESCR;NA;0;;;TRUE;2011;FALSE;FALSE
ESTABDESCR;NA;0;;;TRUE;2012;FALSE;FALSE
ESTABDESCR;NA;0;;;TRUE;2013;FALSE;FALSE
ESTABDESCR;NA;0;;;TRUE;2014;FALSE;FALSE
ESTABDESCR;NA;0;;;TRUE;2015;FALSE;FALSE
ESTABDESCR;NA;0;;;TRUE;2016;FALSE;FALSE
ESTABDESCR;NA;0;;;TRUE;2017;FALSE;FALSE
ESTABDESCR;NA;0;;;TRUE;2018;FALSE;FALSE
ESTCIV;1.0, 2.0, 3.0, 4.0, 5.0, 9.0, NA;6;3;3;FALSE;2006;TRUE;TRUE
ESTCIV;1.0, 2.0, 3.0, 4.0, 5.0, 9.0, NA;6;3;3;FALSE;2007;FALSE;
ESTCIV;1.0, 2.0, 3.0, 4.0, 5.0, 9.0, NA;6;3;3;FALSE;2008;FALSE;
ESTCIV;1.0, 2.0, 3.0, 4.0, 5.0, 9.0, NA;6;3;3;FALSE;2009;FALSE;
ESTCIV;1.0, 2.0, 3.0, 4.0, 5.0, 9.0, NA;6;3;3;FALSE;2010;FALSE;
ESTCIV;1.0, 2.0, 3.0, 4.0, 5.0, 9.0, NA;6;3;3;FALSE;2011;FALSE;FALSE
ESTCIV;1.0, 2.0, 3.0, 4.0, 5.0, 9.0, NA;6;3;3;FALSE;2012;FALSE;
ESTCIV;1.0, 2.0, 3.0, 4.0, 5.0, 9.0, NA;6;3;3;FALSE;2013;FALSE;
ESTCIV;1.0, 2.0, 3.0, 4.0, 5.0, 9.0, NA;6;3;3;FALSE;2014;FALSE;
ESTCIV;1.0, 2.0, 3.0, 4.0, 5.0, 9.0, NA;6;3;3;FALSE;2015;FALSE;
ESTCIV;1.0, 2.0, 3.0, 4.0, 5.0, 9.0, NA;6;3;3;FALSE;2016;FALSE;
ESTCIV;1.0, 2.0, 3.0, 4.0, 5.0, 9.0, NA;6;3;3;FALSE;2017;FALSE;
ESTCIV;1.0, 2.0, 3.0, 4.0, 5.0, 9.0, NA;6;3;3;FALSE;2018;FALSE;
EXAME;1.0, 2.0, 9.0, NA;3;3;3;FALSE;2006;TRUE;TRUE
EXAME;1.0, 2.0, 9.0, NA;3;3;3;FALSE;2007;TRUE;
EXAME;1.0, 2.0, 9.0, NA;3;3;3;FALSE;2008;TRUE;
EXAME;1.0, 2.0, 9.0, NA;3;3;3;FALSE;2009;TRUE;
EXAME;1.0, 2.0, 9.0, NA;3;3;3;FALSE;2010;TRUE;
EXAME;1.0, 2.0, 9.0, NA;3;3;3;FALSE;2011;TRUE;
EXAME;1.0, 2.0, 9.0, NA;3;3;3;FALSE;2012;TRUE;
EXAME;1.0, 2.0, 9.0, NA;3;3;3;FALSE;2013;TRUE;
EXAME;1.0, 2.0, 9.0, NA;3;3;3;FALSE;2014;TRUE;
EXAME;9.0, NA;1;3;3;FALSE;2015;TRUE;
EXAME;1.0, NA;1;3;3;FALSE;2016;TRUE;
EXAME;1.0, 2.0, 9.0, NA;3;3;3;FALSE;2017;TRUE;
EXAME;1.0, 2.0, NA;2;3;3;FALSE;2018;TRUE;
EXPDIFDATA;NA;0;;;TRUE;2006;FALSE;FALSE
EXPDIFDATA;NA;0;;;TRUE;2007;FALSE;FALSE
EXPDIFDATA;NA;0;;;TRUE;2008;FALSE;FALSE
EXPDIFDATA;NA;0;;;TRUE;2009;FALSE;FALSE
EXPDIFDATA;NA;0;;;TRUE;2010;FALSE;FALSE
EXPDIFDATA;NA;0;;;TRUE;2011;FALSE;FALSE
EXPDIFDATA;;569;3;5;FALSE;2012;FALSE;FALSE
EXPDIFDATA;NA;0;;;TRUE;2013;FALSE;FALSE
EXPDIFDATA;NA;0;;;TRUE;2014;FALSE;FALSE
EXPDIFDATA;NA;0;;;TRUE;2015;FALSE;FALSE
EXPDIFDATA;NA;0;;;TRUE;2016;FALSE;FALSE
EXPDIFDATA;NA;0;;;TRUE;2017;FALSE;FALSE
EXPDIFDATA;NA;0;;;TRUE;2018;FALSE;FALSE
EXPLICA_R;;2294;15;250;FALSE;2006;FALSE;FALSE
EXPLICA_R;;2585;15;250;FALSE;2007;FALSE;FALSE
EXPLICA_R;;1978;15;50;FALSE;2008;FALSE;FALSE
EXPLICA_R;NA;0;;;TRUE;2009;FALSE;FALSE
EXPLICA_R;NA;0;;;TRUE;2010;FALSE;FALSE
EXPLICA_R;NA;0;;;TRUE;2011;FALSE;FALSE
EXPLICA_R;NA;0;;;TRUE;2012;FALSE;FALSE
EXPLICA_R;NA;0;;;TRUE;2013;FALSE;FALSE
EXPLICA_R;NA;0;;;TRUE;2014;FALSE;FALSE
EXPLICA_R;NA;0;;;TRUE;2015;FALSE;FALSE
EXPLICA_R;NA;0;;;TRUE;2016;FALSE;FALSE
EXPLICA_R;NA;0;;;TRUE;2017;FALSE;FALSE
EXPLICA_R;NA;0;;;TRUE;2018;FALSE;FALSE
FONTE;1.0, 2.0, 3.0, 4.0, 9.0, NA;5;3;3;FALSE;2006;TRUE;TRUE
FONTE;1.0, 2.0, 3.0, 4.0, 9.0, NA;5;3;3;FALSE;2007;FALSE;
FONTE;1.0, 2.0, 3.0, 4.0, 9.0, NA;5;3;3;FALSE;2008;FALSE;
FONTE;1.0, 2.0, 3.0, 4.0, 9.0, NA;5;3;3;FALSE;2009;FALSE;
FONTE;1.0, 2.0, 3.0, 4.0, 9.0, NA;5;3;3;FALSE;2010;FALSE;
FONTE;1.0, 2.0, 3.0, 4.0, 9.0, NA;5;3;3;FALSE;2011;FALSE;
FONTE;1.0, 2.0, 3.0, 4.0, 9.0, NA;5;3;3;FALSE;2012;FALSE;
FONTE;1.0, 2.0, 3.0, 4.0, 9.0, NA;5;3;3;FALSE;2013;FALSE;
FONTE;1.0, 2.0, 3.0, 4.0, 9.0, NA;5;3;3;FALSE;2014;FALSE;
FONTE;1.0, 2.0, 3.0, 4.0, 9.0, NA;5;3;3;FALSE;2015;FALSE;
FONTE;1.0, 2.0, 3.0, 4.0, 9.0, NA;5;3;3;FALSE;2016;FALSE;
FONTE;1.0, 2.0, 3.0, 4.0, 9.0, NA;5;3;3;FALSE;2017;FALSE;
FONTE;1.0, 2.0, 3.0, 4.0, 9.0, NA;5;3;3;FALSE;2018;FALSE;
FONTEINV;2.0, 3.0, 7.0, 8.0, NA;4;3;3;FALSE;2006;TRUE;TRUE
FONTEINV;1.0, 2.0, 3.0, 4.0, 6.0, 7.0, 8.0, 9.0, NA;8;3;3;FALSE;2007;TRUE;
FONTEINV;1.0, 2.0, 3.0, 7.0, 8.0, 9.0, NA;6;3;3;FALSE;2008;TRUE;
FONTEINV;1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, NA;9;3;3;FALSE;2009;TRUE;
FONTEINV;1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, NA;9;3;3;FALSE;2010;TRUE;
FONTEINV;2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, NA;8;3;3;FALSE;2011;TRUE;
FONTEINV;2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, NA;8;3;3;FALSE;2012;TRUE;
FONTEINV;1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, NA;8;3;3;FALSE;2013;TRUE;
FONTEINV;1.0, 2.0, 3.0, 5.0, 6.0, 7.0, 8.0, NA;7;3;3;FALSE;2014;TRUE;
FONTEINV;1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, NA;9;3;3;FALSE;2015;TRUE;
FONTEINV;1.0, 2.0, 3.0, 5.0, 6.0, 7.0, 8.0, 9.0, NA;8;3;3;FALSE;2016;TRUE;
FONTEINV;1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, NA;9;3;3;FALSE;2017;TRUE;
FONTEINV;1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, NA;9;3;3;FALSE;2018;TRUE;
FONTES;NA;0;;;TRUE;2006;FALSE;FALSE
FONTES;NA;0;;;TRUE;2007;FALSE;FALSE
FONTES;NA;0;;;TRUE;2008;FALSE;FALSE
FONTES;NA;0;;;TRUE;2009;FALSE;FALSE
FONTES;SSSSXX, SSSXSX, SSSXXS, SSSXXX, SSXXXS, SSXXXX, SXSXXS, SXSXXX, SXXXSS, SXXXSX, SXXXXS, SXXXXX, XSXXXS, XSXXXX, XXSXSX, XXSXXX, XXXXSX, XXXXXS, NA;18;6;6;FALSE;2010;FALSE;FALSE
FONTES;NA;0;;;TRUE;2011;FALSE;FALSE
FONTES;NA;0;;;TRUE;2012;FALSE;FALSE
FONTES;NA;0;;;TRUE;2013;FALSE;FALSE
FONTES;SSSSXS, SSSSXX, SSSXSX, SSSXXS, SSSXXX, SSXXSX, SSXXXS, SSXXXX, SXSXXS, SXSXXX, SXXSXS, SXXSXX, SXXXSS, SXXXSX, SXXXXS, SXXXXX, XSSXXX, XSXXXS, XSXXXX, XXSSXX, XXSXSX, XXSXXS, XXSXXX, XXXSXX, XXXXSX, XXXXXS, NA;26;6;6;FALSE;2014;FALSE;FALSE
FONTES;SSSXXS, SSSXXX, SSXSXX, SSXXXS, SSXXXX, SXSXXS, SXSXXX, SXXSXX, SXXXSS, SXXXSX, SXXXXS, SXXXXX, XSSSXX, XSSXXS, XSSXXX, XSXXXS, XSXXXX, XXSSXX, XXSXXS, XXSXXX, XXXSXX, XXXXSX, XXXXXS, NA;23;6;6;FALSE;2015;FALSE;FALSE
FONTES;SSSSXX, SSSXXX, SSXSXX, SSXXXX, SXSSXX, SXSXXX, SXXSSX, SXXSXS, SXXSXX, SXXXXX, XSSSXX, XSSXXX, XSXSXX, XSXXXX, XXSSXX, XXSXXX, XXXSSX, XXXSXS, XXXSXX, XXXXSX, XXXXXX, NA;21;6;6;FALSE;2016;FALSE;FALSE
FONTES;;37;6;6;FALSE;2017;FALSE;FALSE
FONTES;;34;6;6;FALSE;2018;FALSE;FALSE
FONTESINF;NA;0;;;TRUE;2006;FALSE;FALSE
FONTESINF;NA;0;;;TRUE;2007;FALSE;FALSE
FONTESINF;NA;0;;;TRUE;2008;FALSE;FALSE
FONTESINF;NA;0;;;TRUE;2009;FALSE;FALSE
FONTESINF;NA;0;;;TRUE;2010;FALSE;FALSE
FONTESINF;NA;0;;;TRUE;2011;FALSE;FALSE
FONTESINF;NA;0;;;TRUE;2012;FALSE;FALSE
FONTESINF;NA;0;;;TRUE;2013;FALSE;FALSE
FONTESINF;SSSSXXS, SSSSXXX, SSXSXXX, SSXXXXX, SXSSXSX, SXSSXXS, SXSSXXX, SXSXXXX, SXXSSXX, SXXSXSX, SXXSXXS, SXXSXXX, SXXXXXX, XXSSXXS, XXSSXXX, XXSXSXX, XXSXXSX, XXSXXXX, XXXSSXX, XXXSXXS, XXXSXXX, XXXXSXX, XXXXXXX;23;7;7;FALSE;2014;FALSE;FALSE
FONTESINF;NA;0;;;TRUE;2015;FALSE;FALSE
FONTESINF;NA;0;;;TRUE;2016;FALSE;FALSE
